Transaction_Number,Error_Type,Amount,Layer1_Classification,ML_Probability,Threshold_Used,Distance_From_Threshold,Reason
100954,False Positive,6239.54,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.67 > 6
104221,False Positive,19.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.46 > 6
34096,False Positive,4.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.38 > 6
145486,False Positive,4.3,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
109952,False Positive,29.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 11.35 > 6
279681,False Positive,10.82,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.16 > 6
67427,False Positive,130.67,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.43 > 6
31130,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 12.10 > 6
43530,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.61 > 6
208973,False Positive,18.84,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.03 > 6
46546,False Positive,13.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
140830,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.12 > 6
18150,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.48 > 6
10760,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
37460,False Positive,49.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
70259,False Positive,1553.12,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
223041,False Positive,10.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.86 > 6
137503,False Positive,2755.71,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.54 > 6
187118,False Positive,521.18,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
12103,False Positive,27.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.28 > 6
140565,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.92 > 6
190509,False Positive,17.73,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.05 > 6
2951,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 9.40 > 6
152286,False Positive,15.37,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
274516,False Positive,29.97,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.73 > 6
202803,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.18 > 6
214832,False Positive,133.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
129925,False Positive,21.3,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
226319,False Positive,1.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.21 > 6
220477,False Positive,780.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 10.94 > 6
80864,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
108822,False Positive,88.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.43 > 6
189024,False Positive,171.32,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.24 > 6
235849,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.42 > 6
191124,False Positive,7.7,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 10 >= 5
195427,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
221626,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.08 > 6
36000,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.27 > 6
189242,False Positive,6.37,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.79 > 6
39201,False Positive,3821.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.35 > 6
228158,False Positive,8182.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.08 > 6
91410,False Positive,1.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 8.33 > 6
67396,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
245840,False Positive,10.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.94 > 6
279713,False Positive,2188.39,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
44790,False Positive,11.4,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
109044,False Positive,21.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.25 > 6
73031,False Positive,3.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.00 > 6
67484,False Positive,97.87,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.10 > 6
281725,False Positive,272.84,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.09 > 6
5535,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.79 > 6
279134,False Positive,15.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.06 > 6
148417,False Positive,1628.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.15 > 6
31824,False Positive,1836.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.47 > 6
212950,False Positive,1049.61,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 10.01 > 6
19386,False Positive,3382.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.17 > 6
13405,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 10.16 > 6
158657,False Positive,19.69,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
39573,False Positive,34.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.61 > 6
17922,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
281001,False Positive,83.2,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.52 > 6
181825,False Positive,25.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.38 > 6
1086,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.10 > 6
19131,False Positive,9.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.73 > 6
37080,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
83371,False Positive,1222.48,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.03 > 6
67361,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 8.19 > 6
241759,False Positive,1.17,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
27930,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.80 > 6
62185,False Positive,23.98,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
94590,False Positive,34.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.28 > 6
182758,False Positive,149.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 13.52 > 6
200079,False Positive,118.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.02 > 6
34115,False Positive,94.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.99 > 6
11465,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
208118,False Positive,1779.12,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
149721,False Positive,128.11,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.40 > 6
120018,False Positive,2022.16,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
282515,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.28 > 6
106082,False Positive,211.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.98 > 6
104217,False Positive,17.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.47 > 6
184019,False Positive,18.18,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
10567,False Positive,0.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.62 > 6
39546,False Positive,1968.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.56 > 6
49908,False Positive,2216.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.19 > 6
151488,False Positive,0.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.17 > 6
228608,False Positive,2.88,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.35 > 6
52207,False Positive,6.15,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.81 > 6
83165,False Positive,1982.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.04 > 6
160511,False Positive,0.98,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
82499,False Positive,50.31,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.60 > 6
269927,False Positive,0.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.04 > 6
66307,False Positive,159.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
96033,False Positive,15.13,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
167127,False Positive,640.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V24: 6.02 > 6
88774,False Positive,8.91,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
23184,False Positive,2.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.56 > 6
110372,False Positive,7.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.91 > 6
223319,False Positive,129.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.93 > 6
220335,False Positive,1919.2,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
231421,False Positive,2046.2,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
205222,False Positive,185.36,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
202502,False Positive,86.97,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 10.18 > 6
7675,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.11 > 6
176379,False Positive,32.04,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.55 > 6
102989,False Positive,105.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
51558,False Positive,451.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
270602,False Positive,4.05,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 11 >= 5
137498,False Positive,15.05,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V24: 6.65 > 6
272633,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.02 > 6
22499,False Positive,450.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.31 > 6
18693,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
275286,False Positive,677.03,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
5727,False Positive,4.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.11 > 6
82628,False Positive,1359.76,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
75798,False Positive,380.33,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.48 > 6
267627,False Positive,8.55,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.02 > 6
77120,False Positive,1855.66,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 21.61 > 6
199810,False Positive,440.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.86 > 6
176140,False Positive,0.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.99 > 6
121560,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.88 > 6
43432,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 16.67 > 6
122058,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.15 > 6
131567,False Positive,2.28,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.40 > 6
7469,False Positive,1895.88,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 24.32 > 6
213328,False Positive,6.09,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 10.80 > 6
148553,False Positive,5.48,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
9029,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.53 > 6
175549,False Positive,37.93,PASS,0.5064286861242409,0.4,,ML probability 0.5064 >= threshold 0.4
5791,False Positive,47.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.53 > 6
11805,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.82 > 6
122466,False Positive,28.68,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
217172,False Positive,361.23,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 13.02 > 6
229633,False Positive,399.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
254625,False Positive,15.13,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.30 > 6
25587,False Positive,132.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 15.37 > 6
273382,False Positive,67.2,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.15 > 6
23342,False Positive,117.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 11.43 > 6
49871,False Positive,1380.55,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
62942,False Positive,1825.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.06 > 6
194091,False Positive,11.03,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.92 > 6
224909,False Positive,11.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.18 > 6
190263,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 8.32 > 6
133757,False Positive,1.57,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
17852,False Positive,1.23,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 6.38 > 6
169487,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
213842,False Positive,4.65,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
278583,False Positive,8.93,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.08 > 6
148800,False Positive,104.78,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
132280,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.59 > 6
79655,False Positive,404.1,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.73 > 6
62103,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
71626,False Positive,70.21,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 17.08 > 6
42012,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.26 > 6
182440,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.29 > 6
222114,False Positive,1219.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 9.55 > 6
99427,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 9.14 > 6
273009,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.90 > 6
148996,False Positive,56.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.08 > 6
96613,False Positive,29.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.90 > 6
226718,False Positive,3416.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.09 > 6
239438,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.55 > 6
189506,False Positive,1172.67,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
94597,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.28 > 6
13942,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.53 > 6
135542,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
186989,False Positive,7.7,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
142699,False Positive,154.17,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.46 > 6
182021,False Positive,152.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.99 > 6
90772,False Positive,9.74,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.42 > 6
148754,False Positive,26.48,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
101601,False Positive,1529.16,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
62765,False Positive,29.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.82 > 6
193208,False Positive,523.73,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.11 > 6
85484,False Positive,123.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.74 > 6
210895,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.25 > 6
73072,False Positive,36.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.66 > 6
169618,False Positive,239.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
47206,False Positive,1182.91,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
76561,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
218205,False Positive,10.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.65 > 6
238578,False Positive,319.18,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
208470,False Positive,0.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
86041,False Positive,120.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.39 > 6
127395,False Positive,260.8,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.70 > 6
146,False Positive,8.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.15 > 6
48573,False Positive,17.23,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
254021,False Positive,19.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.25 > 6
90592,False Positive,4099.3,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 14.01 > 6
225822,False Positive,600.3,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 12.11 > 6
184502,False Positive,175.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 10.14 > 6
214263,False Positive,10.73,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.95 > 6
46054,False Positive,2809.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.14 > 6
191062,False Positive,3721.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.42 > 6
37264,False Positive,49.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
129389,False Positive,393.45,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.90 > 6
254492,False Positive,23.45,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.78 > 6
32905,False Positive,3078.84,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.16 > 6
253039,False Positive,17.42,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.06 > 6
111731,False Positive,2.49,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 12.08 > 6
118389,False Positive,7.68,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
19725,False Positive,3.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.62 > 6
93335,False Positive,78.3,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
78460,False Positive,148.18,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
83740,False Positive,6.75,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
214607,False Positive,7.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.16 > 6
149527,False Positive,54.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.34 > 6
126814,False Positive,43.86,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
77519,False Positive,136.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.64 > 6
91548,False Positive,929.25,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
264356,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.79 > 6
14251,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.16 > 6
174992,False Positive,1529.07,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.06 > 6
71837,False Positive,11.53,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.67 > 6
110366,False Positive,14.45,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.69 > 6
236412,False Positive,9.86,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
203489,False Positive,509.43,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 10.44 > 6
224791,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.85 > 6
226822,False Positive,1985.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.42 > 6
225828,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
233154,False Positive,4.71,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.68 > 6
15023,False Positive,98.18,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
274443,False Positive,184.5,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
83692,False Positive,1.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.61 > 6
269532,False Positive,8.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 13.29 > 6
43548,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
11374,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.19 > 6
268715,False Positive,3.78,FLAG,0.2879662650677927,0.2,,ML probability 0.2880 >= threshold 0.2
7578,False Positive,760.66,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.08 > 6
131967,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 11.56 > 6
281731,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
164633,False Positive,1531.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.17 > 6
174538,False Positive,1036.93,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
80164,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
10607,False Positive,0.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.78 > 6
13848,False Positive,1.51,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
141625,False Positive,808.21,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
50922,False Positive,4112.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.63 > 6
173935,False Positive,2960.47,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 9.07 > 6
52369,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
218389,False Positive,2000.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.34 > 6
12990,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.05 > 6
60408,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 12.72 > 6
96519,False Positive,52.87,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 10.61 > 6
126626,False Positive,2355.36,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.61 > 6
195478,False Positive,39.87,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.90 > 6
255226,False Positive,1.02,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.60 > 6
153590,False Positive,2.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.21 > 6
146047,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 12.67 > 6
46026,False Positive,87.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
171287,False Positive,2150.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 11.28 > 6
278996,False Positive,13.91,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
146240,False Positive,5.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.31 > 6
86492,False Positive,720.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.10 > 6
212597,False Positive,29.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.73 > 6
18453,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.54 > 6
17799,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.56 > 6
134089,False Positive,3.54,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
158635,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
233717,False Positive,7.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.00 > 6
53180,False Positive,1617.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.49 > 6
52805,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.47 > 6
218969,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.06 > 6
164309,False Positive,8.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
79113,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
261514,False Positive,250.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
